shipment_id,date,importer_id,exporter_id,origin_country,destination_country,hs_code,transport_mode,weight_kg,declared_value_usd,market_value_usd,under_valuation_pct,past_violations,doc_anomaly_score,network_risk_score,odd_route_flag,offhour_flag,risk_score,risk_label
SHP001709,2023-06-23,IMP2676,EXP3075,USA,GBR,490199,Sea,413.39,16297.89,54326.31,0.7000000552218621,0,0.164,0.052,0,0,35.000002484983796,0
SHP001710,2025-04-27,IMP5542,EXP8756,UAE,USA,720839,Sea,2325.32,1425.46,4751.55,0.7000010522882008,0,0.215,0.014,0,0,35.00504735296904,0
SHP001711,2022-07-07,IMP3400,EXP3348,GBR,NGA,610910,Land,541.83,12147.96,40493.19,0.6999999259134684,0,0.282,0.079,0,0,37.30999666610607,0
SHP001712,2022-04-17,IMP3244,EXP9383,GBR,NGA,720839,Sea,1920.91,14365.6,47885.35,0.7000001044160689,0,0.384,0.02,0,1,43.6600046987231,0
SHP001713,2024-10-21,IMP2921,EXP4944,UAE,USA,852872,Sea,1064.69,4467.15,14890.5,0.7,0,0.304,0.338,0,0,42.81999999999999,0
SHP001714,2023-12-29,IMP6107,EXP9552,UAE,GBR,840733,Air,1479.23,7091.25,23637.51,0.7000001269169214,0,0.288,0.109,0,1,44.00000571126146,0
SHP001715,2022-12-07,IMP5550,EXP3341,USA,NGA,940350,Air,794.7,4533.78,15112.61,0.7000001985097214,0,0.191,0.258,0,0,39.52500893293747,0
SHP001716,2023-05-29,IMP2970,EXP8133,BRA,USA,851712,Sea,461.47,34725.23,115750.78,0.7000000345570025,0,0.124,0.169,0,0,36.74000155506512,0
SHP001717,2024-08-12,IMP6668,EXP7948,CHN,USA,070310,Air,798.97,1108.92,3696.41,0.7000008115982805,1,0.107,0.042,0,0,41.945036521922624,0
SHP001718,2023-01-02,IMP1174,EXP4208,BRA,NGA,490199,Sea,1360.46,7834.55,26115.18,0.7000001531676212,1,0.145,0.047,0,0,42.61500689254295,0
SHP001719,2023-09-28,IMP6381,EXP2541,BRA,GBR,490199,Sea,1338.59,9028.81,30096.04,0.7000000664539255,0,0.458,0.129,0,0,40.95000299042665,0
SHP001720,2025-05-27,IMP5473,EXP1549,DEU,ZAF,870323,Land,472.38,20664.34,68881.12,0.6999999419289349,0,0.217,0.025,0,0,35.254997386802074,0
SHP001721,2023-06-03,IMP5492,EXP1937,IND,GBR,840733,Sea,2761.78,43599.71,145332.38,0.7000000275231164,0,0.212,0.575,0,1,52.18000123854024,0
SHP001722,2025-07-18,IMP8446,EXP9033,NGA,ZAF,852872,Land,109.82,7072.52,23575.07,0.7000000424176895,0,0.431,0.51,0,0,48.16500190879603,0
SHP001723,2022-03-01,IMP3509,EXP3898,BRA,NGA,300490,Sea,554.28,24724.91,82416.35,0.6999999393324261,0,0.088,0.132,0,0,35.459997269959175,0
SHP001724,2022-09-02,IMP1918,EXP8264,USA,ZAF,271019,Sea,814.43,5594.68,18648.92,0.6999997855103672,0,0.158,0.227,0,0,38.40999034796653,0
SHP001725,2025-01-19,IMP5546,EXP4181,NGA,GBR,720839,Sea,671.9,1490.2,4967.33,0.6999997986846052,0,0.183,0.178,0,0,37.80499094080724,0
SHP001726,2023-10-11,IMP3772,EXP7000,NGA,USA,720839,Air,814.54,4473.68,14912.26,0.6999998658821667,0,0.283,0.145,0,1,44.6449939646975,0
SHP001727,2022-05-06,IMP2064,EXP4161,UAE,GBR,850440,Air,611.89,3036.68,10122.27,0.7000000987920694,0,0.046,0.224,0,0,36.670004445643116,0
SHP001728,2022-06-21,IMP3827,EXP8264,BRA,USA,401110,Air,1130.89,20604.62,68682.05,0.6999999272007752,0,0.214,0.35,0,1,47.70999672403488,0
SHP001729,2025-07-25,IMP1052,EXP6098,ZAF,NGA,870323,Sea,358.68,16670.31,55567.71,0.7000000539881884,0,0.369,0.21,0,0,41.23500242946848,0
SHP001730,2025-03-09,IMP2410,EXP8585,NLD,NGA,300490,Sea,597.68,11453.86,38179.55,0.7000001309601607,0,0.218,0.333,0,0,41.43000589320724,0
SHP001731,2023-01-16,IMP6201,EXP1329,USA,NGA,420222,Air,503.22,2998.65,9995.51,0.7000003001347606,0,0.16,0.298,0,1,45.86001350606423,0
SHP001732,2024-07-31,IMP2331,EXP5042,NGA,USA,490199,Sea,385.55,14486.74,48289.13,0.6999999792914058,0,0.171,0.065,0,0,35.364999068113256,0
SHP001733,2024-02-16,IMP5703,EXP3916,ZAF,NGA,401110,Sea,1434.77,16509.87,55032.9,0.7,0,0.077,0.228,0,0,37.214999999999996,0
SHP001734,2023-01-21,IMP5469,EXP4264,NLD,NGA,850440,Sea,3160.97,11100.8,37002.67,0.7000000270250768,0,0.151,0.051,0,0,34.78500121612846,0
SHP001735,2023-06-26,IMP2514,EXP9026,DEU,NGA,620342,Sea,373.5,3006.58,10021.95,0.7000004989049038,1,0.322,0.087,0,0,46.07002245072067,0
SHP001736,2024-12-07,IMP8367,EXP3793,NLD,GBR,730890,Air,1219.33,49495.79,164985.97,0.7000000060611214,0,0.12,0.388,0,0,41.060000272750464,0
SHP001737,2023-03-08,IMP8108,EXP6683,UAE,NGA,401110,Sea,386.29,16396.2,51930.14,0.6842642827460121,0,0.246,0.553,0,0,45.54189272357055,0
SHP001738,2024-10-28,IMP5406,EXP2486,DEU,GBR,490199,Sea,601.36,9944.22,33147.39,0.6999999094951368,0,0.092,0.271,0,0,38.29999592728116,0
SHP001739,2023-06-19,IMP1515,EXP2889,ZAF,GBR,620342,Sea,307.38,6645.41,22151.36,0.6999999097120899,0,0.115,0.198,0,0,37.18499593704405,0
SHP001740,2025-04-16,IMP6291,EXP7099,CHN,GBR,852872,Sea,384.03,8791.67,29305.56,0.6999999317535648,1,0.217,0.444,0,0,51.63499692891042,0
SHP001741,2025-07-13,IMP6879,EXP1129,NGA,GBR,720839,Air,1014.18,5779.93,18713.44,0.6911348207491514,0,0.264,0.711,0,1,55.28106693371181,1
SHP001742,2022-07-25,IMP4065,EXP6865,IND,NGA,720839,Sea,624.05,2218.83,7396.1,0.7,0,0.082,0.149,0,1,41.709999999999994,0
SHP001743,2022-02-14,IMP8192,EXP8478,IND,NGA,870899,Sea,644.89,2898.55,9661.82,0.6999995859993251,1,0.032,0.291,0,0,45.79998136996963,0
SHP001744,2023-05-14,IMP5138,EXP7114,UAE,GBR,840733,Sea,346.51,1427.94,4759.79,0.6999993697200927,0,0.227,0.114,0,0,37.184971637404175,0
SHP001745,2023-04-25,IMP9306,EXP2767,IND,GBR,840733,Sea,1059.5,25427.47,84758.24,0.7000000235965258,0,0.253,0.109,0,0,37.47500106184366,0
SHP001746,2022-02-28,IMP3687,EXP9391,DEU,GBR,880220,Sea,1042.41,18874.13,51011.81,0.6300046989118794,0,0.034,0.261,0,0,34.08021145103457,0
SHP001747,2024-12-09,IMP4251,EXP3286,DEU,NGA,940350,Land,529.27,17451.22,58170.75,0.7000000859538513,0,0.115,0.248,0,0,38.185003867923314,0
SHP001748,2023-09-26,IMP3317,EXP6670,NLD,NGA,100630,Land,752.49,10961.4,36538.0,0.7,0,0.085,0.11,0,0,34.975,0
SHP001749,2022-10-30,IMP4283,EXP3819,CHN,GBR,851712,Sea,988.15,13382.05,44606.83,0.6999999775819085,0,0.057,0.064,0,1,39.63499899118588,0
SHP001750,2023-02-21,IMP8152,EXP2477,USA,NGA,420222,Sea,460.44,36844.66,122815.53,0.6999999918577072,0,0.458,0.343,0,0,45.229999633596826,0
SHP001751,2024-02-06,IMP1081,EXP8820,CHN,USA,870899,Air,2654.58,17073.97,56913.24,0.7000000351412079,0,0.315,0.294,0,0,42.10500158135436,0
SHP001752,2024-03-18,IMP4481,EXP8738,USA,NGA,852872,Sea,767.47,1801.01,6003.36,0.6999996668532289,0,0.12,0.107,0,0,35.4399850083953,0
SHP001753,2022-07-16,IMP7350,EXP3105,IND,USA,610910,Air,507.05,4297.94,11471.34,0.6253323500131633,0,0.087,0.214,0,0,33.72495575059235,0
SHP001754,2023-08-03,IMP7956,EXP7452,CHN,NGA,840733,Air,660.44,1658.09,5526.97,0.7000001809309622,0,0.158,0.527,0,1,50.41000814189329,0
SHP001755,2025-04-16,IMP1440,EXP4632,NLD,GBR,852872,Sea,783.35,3378.79,11262.62,0.6999996448428518,0,0.436,0.773,0,0,53.499984017928334,0
SHP001756,2023-11-28,IMP9215,EXP1026,USA,ZAF,610910,Sea,565.64,3065.06,10216.88,0.7000003915089538,0,0.044,0.561,0,0,43.380017617902915,0
SHP001757,2022-10-10,IMP9191,EXP4079,UAE,GBR,271019,Sea,755.74,9331.48,31104.95,0.7000001607461193,0,0.111,0.074,0,0,34.64500723357536,0
SHP001758,2024-02-26,IMP3947,EXP7974,DEU,NGA,850440,Sea,566.84,13844.22,46147.39,0.6999999349909063,0,0.35,0.379,0,1,50.32999707459078,0
SHP001759,2024-09-11,IMP1570,EXP5276,DEU,NGA,840733,Sea,5870.0,9671.47,32238.23,0.6999999689809273,0,0.052,0.126,0,0,34.799998604141734,0
SHP001760,2024-11-25,IMP2743,EXP8617,UAE,ZAF,420222,Sea,4282.2,9185.65,30618.82,0.6999998693613927,1,0.311,0.222,0,0,48.60499412126267,0
SHP001761,2024-04-08,IMP1200,EXP3635,NLD,USA,300490,Sea,262.32,10069.46,33564.86,0.6999999404138734,0,0.185,0.206,0,0,38.3949973186243,0
SHP001762,2022-01-24,IMP8964,EXP7581,BRA,NGA,840733,Sea,3987.83,8655.08,28850.28,0.7000001386468346,0,0.171,0.277,0,0,39.60500623910756,0
SHP001763,2025-07-22,IMP2899,EXP8377,NGA,GBR,640399,Sea,4233.82,2957.64,8027.29,0.6315518686879382,0,0.177,0.611,0,1,49.294834090957224,0
SHP001764,2024-01-18,IMP2829,EXP3930,IND,GBR,720839,Air,780.05,3079.21,10264.05,0.7000004871371437,0,0.135,0.119,0,1,41.90502192117147,0
SHP001765,2022-06-13,IMP3463,EXP1113,BRA,ZAF,840733,Air,1042.6,6779.52,22598.39,0.69999986724718,0,0.182,0.095,1,0,42.1299940261231,0
SHP001766,2025-06-12,IMP8454,EXP8125,DEU,NGA,490199,Sea,1205.76,6519.1,21730.34,0.7000000920372161,0,0.096,0.177,0,0,36.480004141674726,0
SHP001767,2024-09-29,IMP8540,EXP7014,DEU,NGA,100630,Sea,3077.3,5799.45,19331.5,0.7,0,0.142,0.042,0,0,34.47,0
SHP001768,2023-08-30,IMP1385,EXP9892,NLD,NGA,620342,Sea,3693.66,33142.89,110476.31,0.700000027155143,0,0.104,0.548,0,0,44.02000122198144,0
SHP001769,2024-07-03,IMP6318,EXP5877,DEU,NGA,730890,Sea,1028.14,6240.7,20802.33,0.6999999519284619,0,0.331,0.432,0,0,45.10499783678078,0
SHP001770,2024-12-24,IMP7491,EXP5073,USA,GBR,730890,Air,538.14,2795.52,9318.4,0.7,0,0.369,0.275,0,0,42.535,0
SHP001771,2022-10-24,IMP9084,EXP8063,BRA,NGA,300490,Sea,401.48,6433.18,21443.95,0.7000002331659978,0,0.073,0.291,0,0,38.415010492469904,0
SHP001772,2023-05-15,IMP9577,EXP8510,NLD,ZAF,851712,Sea,394.61,8779.29,29264.29,0.6999998974859803,0,0.259,0.145,0,0,38.28499538686911,0
SHP001773,2025-06-01,IMP2656,EXP7257,NLD,NGA,730890,Sea,1223.41,18519.26,61730.88,0.7000000647973915,0,0.542,0.265,0,0,44.930002915882625,0
SHP001774,2023-09-11,IMP7922,EXP7565,USA,GBR,720839,Land,594.62,4158.19,13860.64,0.7000001442934813,0,0.188,0.223,0,0,38.78000649320666,0
SHP001775,2024-06-06,IMP2907,EXP4139,DEU,NGA,271019,Air,320.79,5680.81,18936.02,0.6999997887623692,0,0.354,0.455,0,0,45.90999049430662,0
SHP001776,2023-05-15,IMP1800,EXP7131,DEU,GBR,940350,Sea,1085.71,58723.43,195744.76,0.6999999897826128,0,0.461,0.499,0,0,48.39499954021758,0
SHP001777,2023-01-16,IMP5535,EXP9217,ZAF,GBR,850440,Sea,283.75,6552.03,21840.1,0.7,0,0.507,0.151,0,0,42.125,0
SHP001778,2023-07-13,IMP1082,EXP7671,UAE,USA,420222,Sea,498.67,19616.86,65389.52,0.699999938828118,0,0.457,0.155,0,0,41.45499724726531,0
SHP001779,2024-08-05,IMP6212,EXP2591,UAE,NGA,401110,Sea,775.29,6038.09,20126.97,0.7000000496845775,0,0.082,0.308,0,1,44.89000223580598,0
SHP001780,2025-06-06,IMP5715,EXP8547,GBR,NGA,720839,Sea,1214.69,27282.58,73810.05,0.6303676802820213,0,0.212,0.189,0,0,35.32654561269096,0
SHP001781,2025-02-16,IMP1205,EXP6618,NLD,GBR,870899,Sea,189.38,5329.48,17764.92,0.6999997748371509,0,0.271,0.133,0,0,38.224989867671795,0
SHP001782,2024-10-18,IMP4451,EXP9720,NLD,NGA,851712,Sea,396.65,7753.11,25843.7,0.7,0,0.159,0.076,0,0,35.405,0
SHP001783,2025-09-15,IMP2287,EXP8971,UAE,USA,620342,Sea,1674.2,2268.2,7560.67,0.7000001322634106,0,0.351,0.046,0,0,37.685005951853476,0
SHP001784,2024-12-20,IMP7048,EXP5981,NLD,GBR,271019,Sea,1237.38,11486.93,38289.78,0.7000001044665183,0,0.223,0.493,0,1,50.70500470099332,0
SHP001785,2022-03-02,IMP3554,EXP3731,NLD,NGA,851712,Sea,453.06,10927.3,36424.35,0.7000001372708092,0,0.079,0.359,0,0,39.865006177186416,0
SHP001786,2022-02-17,IMP5651,EXP9040,UAE,GBR,850440,Land,393.87,11109.34,37031.12,0.6999998919827433,0,0.248,0.0,0,0,35.21999513922345,0
SHP001787,2025-05-28,IMP3023,EXP2588,UAE,ZAF,870899,Sea,327.85,27739.51,92465.02,0.6999999567403976,0,0.229,0.122,0,1,43.37499805331789,0
SHP001788,2023-01-01,IMP3606,EXP7571,ZAF,GBR,300490,Sea,315.46,1776.13,5920.43,0.6999998310933496,0,0.185,0.214,0,0,38.554992399200735,0
SHP001789,2025-05-12,IMP5569,EXP6233,NLD,GBR,490199,Sea,634.44,2953.78,9845.94,0.7000002031294117,1,0.186,0.248,0,0,47.25000914082353,0
SHP001790,2024-12-26,IMP7425,EXP4688,GBR,USA,720839,Sea,270.74,5795.85,19319.49,0.6999998447163978,0,0.026,0.292,0,0,37.7299930122379,0
SHP001791,2024-07-09,IMP3571,EXP3910,IND,ZAF,851712,Sea,251.27,4262.46,14208.21,0.7000002111455278,0,0.365,0.341,0,0,43.79500950154875,0
SHP001792,2024-08-08,IMP3822,EXP2610,NGA,GBR,870899,Air,813.88,3166.04,10553.45,0.699999526221283,0,0.051,0.05,0,0,33.264978679957736,0
SHP001793,2025-07-27,IMP1475,EXP4673,UAE,GBR,850440,Sea,1572.47,6500.8,21669.34,0.7000000922963043,1,0.226,0.38,0,1,56.49000415333369,1
SHP001794,2024-04-17,IMP1374,EXP6325,BRA,NGA,271019,Sea,1201.56,3012.39,10041.3,0.7,0,0.067,0.197,0,0,36.44499999999999,0
SHP001795,2022-07-06,IMP7066,EXP1372,CHN,GBR,880220,Sea,451.27,4242.55,14141.84,0.7000001414243125,0,0.174,0.069,0,0,35.49000636409407,0
SHP001796,2023-01-31,IMP3644,EXP8500,UAE,USA,870899,Sea,271.56,5619.74,18732.47,0.7000000533832431,0,0.347,0.624,0,0,49.18500240224594,0
SHP001797,2023-02-14,IMP6287,EXP3173,ZAF,GBR,420222,Sea,2476.36,2411.1,8036.99,0.6999996267259261,0,0.072,0.431,0,1,47.19998320266667,0
SHP001798,2024-07-29,IMP5014,EXP8268,GBR,NGA,490199,Sea,2106.51,3187.86,9051.02,0.6477899728428398,0,0.489,0.313,0,0,42.74554877792779,0
SHP001799,2022-08-16,IMP6427,EXP3609,USA,ZAF,851712,Sea,250.17,19309.9,64366.35,0.7000000776803408,0,0.157,0.316,0,0,40.175003495615336,0
SHP001800,2024-04-12,IMP9515,EXP8703,USA,NGA,070310,Air,2272.73,11222.02,37406.72,0.6999998930673419,0,0.312,0.192,0,0,40.01999518803039,0
SHP001801,2025-01-05,IMP2982,EXP9751,GBR,ZAF,850440,Land,3350.75,4375.87,14586.23,0.699999931442189,0,0.344,0.052,0,0,37.6999969148985,0
SHP001802,2022-05-03,IMP5799,EXP7527,IND,USA,852872,Air,251.57,1043.24,3477.48,0.700001150258233,0,0.039,0.162,0,0,35.325051761620486,0
SHP001803,2024-11-13,IMP8209,EXP8021,NGA,USA,730890,Sea,696.67,1655.31,5517.69,0.69999945629421,0,0.141,0.112,0,1,41.854975533239454,0
SHP001804,2025-04-02,IMP2831,EXP3768,GBR,USA,401110,Air,944.58,16345.19,54483.98,0.7000000734160757,0,0.079,0.242,0,0,37.52500330372341,0
SHP001805,2024-09-15,IMP4442,EXP5333,NLD,GBR,401110,Land,562.64,5002.41,15592.56,0.6791796856962551,0,0.056,0.085,0,0,33.10308585633148,0
SHP001806,2024-10-03,IMP5009,EXP5259,USA,NGA,851712,Air,314.59,1729.75,5765.83,0.6999998265644322,0,0.09,0.203,0,0,36.90999219539945,0
SHP001807,2023-06-13,IMP5510,EXP1585,IND,NGA,720839,Air,485.68,10247.4,34158.01,0.7000000878271304,0,0.128,0.31,0,0,39.62000395222087,0
SHP001808,2023-03-29,IMP7076,EXP6942,CHN,USA,870323,Sea,895.96,13456.35,44854.51,0.7000000668829065,1,0.247,0.176,0,0,46.7250030097308,0
SHP001809,2023-09-17,IMP8787,EXP8206,DEU,USA,420222,Sea,2217.79,6617.95,22059.84,0.700000090662489,0,0.218,0.087,0,0,36.510004079812006,0
SHP001810,2023-08-22,IMP7295,EXP5215,CHN,USA,401110,Sea,307.69,8380.74,27935.79,0.6999998926108766,0,0.074,0.336,0,0,39.32999516748944,0
SHP001811,2022-10-31,IMP1197,EXP5250,NGA,GBR,490199,Sea,1331.03,21991.08,73303.59,0.69999995907431,0,0.12,0.163,0,0,36.559998158343944,0
SHP001812,2025-06-20,IMP3791,EXP6639,BRA,GBR,870323,Sea,462.41,6253.93,20846.43,0.6999999520301557,1,0.336,0.272,0,0,49.979997841357005,0
SHP001813,2024-02-14,IMP8950,EXP3770,BRA,GBR,720839,Sea,668.22,4493.56,13582.65,0.669169123845494,0,0.35,0.355,0,0,42.46261057304723,0
SHP001814,2024-02-17,IMP1233,EXP2060,IND,ZAF,420222,Sea,415.73,4645.93,15486.42,0.6999997417091878,1,0.493,0.035,0,0,47.59498837691345,0
SHP001815,2023-07-24,IMP2959,EXP4226,DEU,NGA,490199,Sea,2037.16,8325.84,27752.8,0.7,0,0.322,0.064,0,0,37.61,0
SHP001816,2022-01-25,IMP9587,EXP4741,IND,GBR,880220,Land,720.83,2466.89,8222.97,0.7000001216105616,0,0.098,0.315,0,0,39.27000547247527,0
SHP001817,2022-07-22,IMP6398,EXP9313,NLD,USA,100630,Sea,1057.64,1706.04,5686.81,0.7000005275365275,0,0.126,0.335,0,0,40.09002373914374,0
SHP001818,2025-01-06,IMP2301,EXP1917,BRA,NGA,870899,Air,2171.37,3953.08,13176.93,0.6999999241097888,0,0.173,0.363,1,0,47.354996584940494,0
SHP001819,2023-01-10,IMP5015,EXP4741,BRA,GBR,610910,Sea,827.2,2595.12,8650.4,0.7,1,0.059,0.01,0,1,46.585,0
SHP001820,2025-06-01,IMP5354,EXP5546,IND,USA,420222,Sea,414.26,10883.95,36279.83,0.699999972436475,0,0.254,0.348,0,0,42.26999875964138,0
SHP001821,2022-09-29,IMP9561,EXP5960,ZAF,NGA,271019,Land,836.78,14829.69,49432.31,0.7000000606890513,1,0.21,0.459,0,0,51.830002731007305,0
SHP001822,2025-04-05,IMP8819,EXP8606,ZAF,NGA,610910,Sea,973.32,11582.37,38607.89,0.6999999222956759,0,0.228,0.462,0,1,50.159996503305415,0
SHP001823,2022-05-30,IMP4218,EXP8836,GBR,NGA,720839,Air,187.46,2621.88,8739.6,0.7,0,0.095,0.352,0,0,39.964999999999996,0
SHP001824,2025-01-15,IMP4522,EXP8982,USA,NGA,852872,Sea,194.26,1106.35,3180.85,0.6521841646100885,1,0.102,0.075,0,0,40.37828740745398,0
SHP001825,2022-08-17,IMP8252,EXP4191,GBR,NGA,880220,Sea,1017.93,15053.36,36586.29,0.58855188651268,0,0.245,0.325,0,0,36.659834893070595,0
SHP001826,2024-04-13,IMP5435,EXP9070,IND,GBR,070310,Sea,579.6,10023.55,33411.82,0.6999998802818883,0,0.081,0.01,0,0,32.91499461268498,0
SHP001827,2023-08-05,IMP5909,EXP5328,NLD,GBR,870323,Sea,970.29,2370.17,7900.57,0.7000001265731459,0,0.301,0.154,0,0,39.09500569579156,0
SHP001828,2025-02-23,IMP9242,EXP6059,CHN,ZAF,720839,Sea,717.82,1559.52,5198.39,0.6999994228982436,0,0.058,0.364,0,0,39.649974030420964,0
SHP001829,2023-10-16,IMP9348,EXP8708,USA,GBR,420222,Sea,381.96,591.1,1970.32,0.699997969872914,0,0.293,0.151,0,0,38.914908644281134,0
SHP001830,2023-09-16,IMP2549,EXP8261,CHN,GBR,271019,Air,2242.46,2685.26,8950.87,0.7000001117209835,0,0.131,0.038,0,0,34.22500502744426,0
SHP001831,2022-08-11,IMP4797,EXP4493,BRA,NGA,420222,Sea,1329.91,782.68,2608.95,0.7000019164798099,0,0.095,0.68,0,0,46.525086241591445,0
SHP001832,2024-08-24,IMP2686,EXP5916,DEU,NGA,720839,Air,1068.02,5272.87,17576.23,0.6999999431049776,0,0.163,0.176,0,0,37.46499743972399,0
SHP001833,2023-10-26,IMP3562,EXP4144,CHN,ZAF,880220,Sea,138.5,8717.54,29058.48,0.7000001376534492,0,0.161,0.458,0,0,43.07500619440522,0
SHP001834,2022-11-18,IMP6335,EXP9461,CHN,USA,420222,Sea,4579.47,10736.07,22975.11,0.5327086573252533,0,0.072,0.033,0,0,25.711889579636395,0
SHP001835,2023-06-23,IMP8732,EXP5974,UAE,ZAF,620342,Sea,568.48,3347.89,11159.62,0.6999996415648562,0,0.106,0.141,0,0,35.90998387041853,0
SHP001836,2023-10-08,IMP8368,EXP6046,DEU,GBR,720839,Air,1317.8,9561.89,31872.97,0.7000000313745471,0,0.22,0.057,0,1,41.940001411854624,0
SHP001837,2024-04-07,IMP1906,EXP7697,UAE,GBR,850440,Sea,1610.57,15981.1,53270.33,0.6999999812278241,0,0.442,0.385,0,1,51.82999915525209,0
SHP001838,2022-02-09,IMP4313,EXP4417,CHN,GBR,851712,Air,388.45,6184.79,20615.96,0.6999999029877823,0,0.218,0.38,0,1,48.369995634450206,0
SHP001839,2022-02-18,IMP6273,EXP8004,DEU,USA,640399,Air,1740.89,6349.46,21164.86,0.6999999055037454,0,0.204,0.068,0,1,41.919995747668544,0
SHP001840,2023-02-13,IMP4522,EXP9240,NLD,USA,870899,Sea,171.2,8370.84,27902.81,0.7000001075160531,0,0.144,0.203,0,1,43.720004838222394,0
SHP001841,2022-11-25,IMP6332,EXP8859,DEU,GBR,300490,Sea,436.86,4676.58,15588.6,0.7,0,0.027,0.289,0,0,37.684999999999995,0
SHP001842,2024-03-09,IMP8979,EXP5093,IND,ZAF,100630,Air,366.04,2496.82,8322.73,0.6999998798471174,0,0.2,0.107,0,0,36.639994593120285,0
SHP001843,2025-08-02,IMP6614,EXP5522,UAE,NGA,100630,Sea,298.95,5369.46,17898.21,0.7000001676145269,0,0.047,0.332,0,0,38.84500754265371,0
SHP001844,2022-10-03,IMP2212,EXP6317,IND,GBR,640399,Sea,607.18,28854.22,96180.72,0.6999999584116234,0,0.136,0.062,0,0,34.779998128523054,0
SHP001845,2025-04-22,IMP5896,EXP4276,UAE,ZAF,401110,Air,4142.04,9228.93,30763.1,0.7,0,0.36,0.122,0,0,39.339999999999996,0
SHP001846,2025-01-24,IMP5271,EXP9700,IND,GBR,610910,Sea,1036.88,22792.89,65584.23,0.6524638621205128,0,0.404,0.087,0,0,37.16087379542308,0
SHP001847,2022-05-20,IMP6143,EXP6918,NGA,USA,401110,Air,597.84,15652.54,52175.15,0.7000000958310613,0,0.16,0.388,0,0,41.66000431239775,0
SHP001848,2024-08-17,IMP4730,EXP8549,IND,ZAF,490199,Sea,1831.55,12370.48,41234.93,0.699999975748716,0,0.172,0.566,0,0,45.39999890869222,0
SHP001849,2022-02-17,IMP3298,EXP2952,ZAF,GBR,620342,Sea,462.95,29339.27,97797.56,0.699999979549592,0,0.1,0.462,0,0,42.23999907973164,0
SHP001850,2022-04-09,IMP9657,EXP1987,UAE,GBR,840733,Air,892.29,9885.12,32950.4,0.7,0,0.025,0.291,0,1,43.69499999999999,0
SHP001851,2024-06-14,IMP1525,EXP9261,BRA,ZAF,730890,Sea,528.04,9359.21,31197.37,0.7000000320539841,0,0.238,0.305,0,0,41.17000144242928,0
SHP001852,2025-03-23,IMP6468,EXP2099,NLD,ZAF,870899,Sea,536.38,1286.18,4287.26,0.6999995335015838,0,0.126,0.163,0,0,36.64997900757127,0
SHP001853,2024-12-25,IMP3592,EXP9413,GBR,USA,870899,Air,240.74,2710.43,9034.77,0.7000001106835039,0,0.067,0.187,0,0,36.24500498075768,0
SHP001854,2025-06-03,IMP4127,EXP2197,GBR,USA,880220,Land,339.5,9727.38,32424.59,0.6999999074776273,0,0.105,0.093,0,1,40.93499583649323,0
SHP001855,2022-11-08,IMP6413,EXP2196,UAE,USA,620342,Sea,427.91,13960.23,46534.09,0.6999999355311343,0,0.36,0.28,0,0,42.49999709890104,0
SHP001856,2024-06-04,IMP1351,EXP7577,NLD,NGA,851712,Sea,813.21,6909.58,23031.92,0.6999998263279831,0,0.22,0.502,0,1,50.83999218475924,0
SHP001857,2022-02-08,IMP1139,EXP4690,NGA,GBR,940350,Air,447.87,11172.47,37241.56,0.6999999462965569,0,0.108,0.265,0,0,38.419997583345065,0
SHP001858,2025-04-11,IMP6351,EXP9722,CHN,NGA,620342,Air,3188.27,1057.01,3269.44,0.6766999853185867,0,0.15,0.106,0,0,34.8214993393364,0
SHP001859,2025-03-27,IMP3500,EXP4094,ZAF,GBR,880220,Land,796.06,11996.66,39988.86,0.6999999499860712,1,0.206,0.352,0,1,55.6299977493732,0
SHP001860,2022-02-23,IMP9739,EXP1646,ZAF,USA,640399,Sea,291.39,16779.46,55931.53,0.6999999821209969,0,0.156,0.103,0,0,35.89999919544486,0
SHP001861,2023-11-02,IMP6166,EXP4770,BRA,USA,730890,Land,940.06,1946.63,6488.77,0.7000001541124127,0,0.068,0.285,0,0,38.22000693505858,0
SHP001862,2023-07-10,IMP4817,EXP4559,ZAF,USA,640399,Sea,166.77,43682.89,118704.8,0.6320040133170689,0,0.046,0.211,0,0,33.3501805992681,0
SHP001863,2024-06-19,IMP3017,EXP7145,NGA,USA,401110,Air,1079.29,21065.62,70218.74,0.700000028482425,0,0.211,0.299,0,0,40.64500128170913,0
SHP001864,2024-06-17,IMP7540,EXP4254,ZAF,NGA,840733,Sea,348.13,29035.97,96786.58,0.7000000413280436,0,0.253,0.353,0,0,42.35500185976196,0
SHP001865,2022-07-10,IMP3868,EXP9301,UAE,NGA,880220,Air,1594.98,5284.7,17615.67,0.7000000567676392,0,0.175,0.159,0,0,37.30500255454377,0
SHP001866,2023-03-06,IMP2971,EXP9013,BRA,ZAF,300490,Sea,562.6,1408.13,4693.76,0.6999995739023726,1,0.126,0.373,0,0,48.849980825606764,0
SHP001867,2023-03-07,IMP2487,EXP9305,NLD,USA,720839,Sea,660.85,20531.7,68439.0,0.7,0,0.299,0.73,0,0,50.585,0
SHP001868,2024-07-24,IMP1264,EXP1118,DEU,GBR,870323,Sea,241.11,7916.18,26151.27,0.69729271274397,1,0.141,0.213,0,0,45.753172073478645,0
SHP001869,2022-07-24,IMP6811,EXP6904,UAE,GBR,840733,Land,2951.9,4322.25,14407.49,0.6999997917749726,0,0.309,0.316,0,0,42.45499062987377,0
